name,cuisine,blurb,ZIP,latitude,longitude,avg_USD,stars,bib,assiette,wine,view,garden,outside_dining,air_conditioning,no_dogs,parking,dinner_only,wheelchair,private_dining,with_rooms,booking,lunch_only,dinner_tasting,valet
Piccola Venezia, Italian,"This old-time idol deserves its landmark status as it has been going strong since opening in 1973. With Italian-American cooking so rampant in the city, it's wholly refreshing to happen upon a classic of such welcoming comfort. The décor is outdated, but white tablecloths are clean and crisp, and glasses gleam at the prospect of great wine varietals. With a trio of pasta, you needn't choose between fusi swirled in a grappa- mushroom- and Grana-sauce; squid ink taglierini; or maltagliati in a roasted tomato and basil sauce with a touch of cream. Spiedini alla Romana sees thick slabs of focaccia and mozzarella dredged and fried, served with an anchovy and caper sauce, and pork osso buco is of the falling-apart-tender variety-perfect with the velvety polenta.",11103,40.76464,-73.91192,112.5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Wafa, Middle Eastern,"One cannot know the sheer joy and passion that goes into homemade Lebanese food without a visit to Wafa. Nestled among the mom-and-pop shops of Forest Hills' main strip, this pocket-sized spot appears shy on décor but bold on authenticity. The smiling owner, Wafa Chami, runs the kitchen and her falafel still ranks among the best in town-these perfect orbs of chickpeas and ""secret Wafa spices"" are stuffed in a fluffy pita with hummus, pickled turnips, and har hot sauce. Primo specials range from stuffed eggplant and zucchini, to ground lamb steeped in garlicky tomato sauce. Meat pies sound pedestrian but should be sampled-these light-as-air flatbreads are topped with minced beef, sautéed with onions, tomatoes, and her infamous spice mix.",11375,40.710804,-73.85303,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Foragers City Table, Contemporary,"Chef Nickolas Martinez flaunts his pedigree with intensity at this homage to all things local and organic. The restaurant-cum-market is an offshoot of an independent grocer in DUMBO, though its kitchen philosophy seems to have arrived via California.Inside, the boxy dining room radiates functionality through large, unemcumbered windows and hardwood tables. It is staffed and patronized by the sort of local-loving sycophants who consider it an honor to dine here. And it actually is.Begin with Sfoglini trumpets generously bathed in a luxurious lamb Bolognese with tender broccoli rabe and earthy brown beech mushrooms. Unabashed spice tingles with every slurp of clear sweet shrimp- chicken- and herb-filled dumpling soup.",10011,40.74478,-73.99933,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sauce, Italian,"What would you expect from a spot called Sauce? Some serious and very delicious red sauce-naturally! Serving Italian-American comfort food with a nostalgic décor to match, Sauce stays modern with its local, hipster-friendly playlist, and quirky ambience-the attractive crowd doesn't hurt either. It's a fun meal to say the least. Pasta is made in-house daily, with specials that feature potato-kale gnocchi or the signature ricotta cavatelli showered with pecorino. The menu highlights regional specialties from Little Italys across the country, including SF's cioppino and classic Nuyorkese tomato gravy like nonna used to make. Try the robust Sergio Leone steak smothered in tomato sauce and topped with a fried heritage egg for tons of fun and flavor.",10002,40.72034,-73.989365,18.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yopparai, Japanese,"Buzzing into Yopparai is like waltzing into culinary wonder. Secluded above street level, the attentive staff and cozy vibe alone make this Japanese haven a must. Same for the food, which adds immense thrill to the equation. From the homemade natto or amazing, artisanal udon, to the unparalleled flavor from tofu, each dish features a plethora of intricately prepared parts that unite perfectly. While their items are consistently appealing, standouts include inaniwa udon, set in a shallow pool of cool dashi topped with thin slices of chicken, tomato, cucumber, and nori accompanied by peanut sauce. The smooth and custardy yodoufu is a revelation served warm in a wooden box. For extra sake fun, drop by Azasu, a group-friendly delight from the same team.",10002,40.719257,-73.98575,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speedy Romeo, American,"Named for a racehorse and just as focused and quick, Speedy Romeo is in for a successful run. Part tavern, part roadside grill, its kitschy décor and modern touches transform this former automotive shop into a surprisingly attractive spot. The owner benefited from years at Jean-Georges' empire, and that intelligence and experience is conveyed through the smart accents and whimsical menu that begins with Italian ingredients. Look to the wood-burning oven for smoky, meaty artichoke halves topped with lemon aïoli, sourdough crumbs, mint, and peppery arugula. Take a chance on the non-traditional but utterly fantastic pizza combinations, such as the St. Louis, layering a proper crust with meats, pickled chillies, and Midwestern Provel cheese.",11238,40.687546,-73.95974,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biáng!, Chinese,"Biáng! isn't exotic by accident. In fact, Chef/owner Jason Wang's cuisine interplays contrasts and textures with the intention to excite. Tucked into Flushing's main artery, the setting is boisterous and tables are busy, but shabby-chic details like a plate-glass exterior are the first sign that you're in for an unencumbered and unique treat. Dark walls and floors cover the inside, but gentle lighting and lofty ceilings add dimension to the narrow space. Strong flavors and fiery oils star in dishes like crispy lotus root tossed in an earthy sesame vinaigrette; fresh buckwheat noodles mingled with cucumber, soy, and mustard oil; and chang, hot, creamy tofu with pickled vegetables. Lamb burgers seasoned with jalapeños and cumin are a fitting signature.",11355,40.75794,-73.82935,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enoteca Maria, Italian,"No need to venture far on Staten Island for excellent Italian food-Enoteca Maria is just two blocks from the ferry terminal. With its Carrara marble and lively vibe, this tiny spot could easily be wedged into Greenwich Village. Thankfully, it's not-anywhere else its certain authenticity would be sacrificed. Each night, the menu changes depending on which nonna is presiding over the kitchen, as in Teresa from Sicily, who might serve an oxtail ragù or grilled artichokes glistening with excellent olive oil and a squeeze of lemon over spicy greens. Coniglio alla cacciatora arrives as diverse cuts of tender rabbit swimming in an inspired sauce of braised tomatoes, root vegetables, herbs, and a sweet-wine reduction with rosemary and garlic.",10301,40.64187,-74.077255,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chop-Shop, Asian,"Now an über-hip scene, this far west strip of Chelsea has been attracting its fair share of affluent locals and a flurry of dashing eateries; Chop-Shop is part of that evolution. Outfitted in reclaimed pine, vintage lights, and concrete floors, it has an industrial look but is awash with sunlight thanks to soaring windows. The eclectic menu roams across Asia with deliciously balanced and infinitely varied plates. Subtlety reigns in an avocado-tofu summer roll paired with peanut curry sauce or salt-and-pepper shrimp, while Chinese water spinach with fermented tofu cream delivers an intense punch of flavor. Fried rice with salmon and peas is less than classic but more than popular. Rich tastes and silky textures meld beautifully in coconut crème caramel.",10001,40.748722,-74.003426,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yunnan Kitchen, Chinese,"The Lower East Side is awash in delicious Asian food, but Yunnan Kitchen, which aims its sights on the delicate, refreshingly diverse cuisine of the Yunnan region, sets itself apart from the pack. Beautiful trinkets like heirloom necklaces and tiger print rugs, carefully gathered from owner Erika Chou's travels, line the walls of this communal eatery and provide the perfect exotic backdrop for the kitchen's subtle, unique dishes. A pomelo salad arrives in juicy little clusters over chrysanthemum greens with deep-fried shallots; while impossibly moist shao kao lamb is skewered, then barbecued to spicy perfection with red chili pepper. Fresh red snapper served over a springy pile of sweet potato noodles laced in Sichuan peppercorn oil makes for a fine finale.",10002,40.718952,-73.98512,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jukai, Japanese,"If you can't make it to Tokyo by dinnertime, this subterranean den is the next best thing. Smartly styled in wood and bamboo, it's packed with expats lingering over elaborate meals attended to by an amicable staff. The menu is traditional, though the chef's unique influences are well expressed in a massive oyster ""sashimi"" that's sliced in half on the shell and served with a mirin-soy dip and grated radish. To allow for a wide sampling of their top quality sashimi-from fluke and scallop to uni-opt for the tasting menu, and be sure to request the premium shabu-shabu. Thinly sliced Washu is swished in a bubbling dashi and coupled with noodles, bok choy, tofu, mushrooms, and two drinkable dipping sauces-ponzu as well as a signature sesame shabu-shabu sauce.",10022,40.757114,-73.967995,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Land of Plenty, Chinese,"A sleek, clean, and subterranean space attended to by adept servers, this Chinese haven feels far more nice and elegant than the other Sichuan spots in midtown. Instead of sweet-and-sour pork, crowds of lively, food-savvy diners come for authentic lunchtime specials prepared by a cadre of talented chefs. The food is just plain stellar, featuring excellent versions of this cuisine's classics, which may start with addictive pickled vegetables or soft pork dumplings paired with sweet soy. While some settle on crunchy conch bathed in roasted chili oil, others opt for smoked duck fried rice to pair with sautéed crispy chicken tossed with chilies and sesame seeds. String beans stir-fried with minced pork and bamboo shoots is a revelatory way to end the affair.",10022,40.760723,-73.96655,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havana Café, Latin American,"The Schuylerville area of the Bronx has seen an influx of Latin restaurants, but this longstanding stucco façade still commands a presence. With bright yellow walls, tropical décor, and lazy ceiling fans, Havana Café feels straight out of Cuba, run by three Latin friends who understand the formula for success. Drinkers and diners pack the U-shaped bar nightly for sports games on the TV's and chewy Cuban pan de agua. The dishes range from Caribbean to South American; this cooking is more concerned with taste than authenticity. Try the crispy green plantain tostones topped with ropa vieja and lime-spiked sour cream, mortar-mashed yucca, or the battered ""Pargo"" red snapper bathed in garlic, tomato and ever-present pork cracklings.",10461,40.837704,-73.83458,37.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
